station,line,product,direction,planned_when,actual_when,delay_seconds
hauptbahnhof,M41,bus,Sonnenallee/Baumschulenstr.,2026-08-13T09:01:00+02:00,2026-08-13T09:01:00+02:00,0.0
hauptbahnhof,M10,tram,S+U Warschauer Str.,2026-08-13T09:03:00+02:00,2026-08-13T09:03:00+02:00,0.0
hauptbahnhof,U5,subway,Biesdorf-Süd,2026-08-13T09:03:00+02:00,2026-08-13T09:03:00+02:00,0.0
hauptbahnhof,S5,suburban,S Westkreuz (Berlin),2026-08-13T09:04:00+02:00,2026-08-13T09:04:00+02:00,0.0
hauptbahnhof,M8,tram,Herzbergstraße/ Siegfriedstraße -> Bus,2026-08-13T09:04:00+02:00,2026-08-13T09:04:00+02:00,0.0
hauptbahnhof,M5,tram,"Moabit, Lüneburger Str.",2026-08-13T09:06:00+02:00,2026-08-13T09:04:00+02:00,-120.0
hauptbahnhof,M10,tram,U Turmstr.,2026-08-13T09:04:00+02:00,2026-08-13T09:06:00+02:00,120.0
hauptbahnhof,S3,suburban,S Erkner Bhf,2026-08-13T09:06:00+02:00,2026-08-13T09:06:00+02:00,0.0
hauptbahnhof,245,bus,S+U Zoologischer Garten,2026-08-13T09:06:00+02:00,2026-08-13T09:06:00+02:00,0.0
hauptbahnhof,S7,suburban,S Potsdam Hauptbahnhof,2026-08-13T09:07:00+02:00,2026-08-13T09:07:00+02:00,0.0
hauptbahnhof,S15,suburban,S+U Gesundbrunnen Bhf (Berlin),2026-08-13T09:07:00+02:00,2026-08-13T09:07:00+02:00,0.0
hauptbahnhof,120,bus,U Paracelsus-Bad,2026-08-13T09:07:00+02:00,2026-08-13T09:07:00+02:00,0.0
hauptbahnhof,S7,suburban,S Ahrensfelde Bhf (Berlin),2026-08-13T09:08:00+02:00,2026-08-13T09:08:00+02:00,0.0
hauptbahnhof,142,bus,U Leopoldplatz via U Amrumer Str.,2026-08-13T09:08:00+02:00,2026-08-13T09:08:00+02:00,0.0
hauptbahnhof,M85,bus,S Lichterfelde Süd,2026-08-13T09:08:00+02:00,2026-08-13T09:08:00+02:00,0.0
hauptbahnhof,M10,tram,S+U Warschauer Str.,2026-08-13T09:08:00+02:00,2026-08-13T09:08:00+02:00,0.0
hauptbahnhof,U5,subway,Biesdorf-Süd,2026-08-13T09:08:00+02:00,2026-08-13T09:08:00+02:00,0.0
hauptbahnhof,M8,tram,"Moabit, Lüneburger Str.",2026-08-13T09:10:00+02:00,2026-08-13T09:08:00+02:00,-120.0
hauptbahnhof,S9,suburban,S Spandau Bhf (Berlin),2026-08-13T09:09:00+02:00,2026-08-13T09:09:00+02:00,0.0
hauptbahnhof,M10,tram,U Turmstr.,2026-08-13T09:09:00+02:00,2026-08-13T09:09:00+02:00,0.0
hauptbahnhof,M5,tram,"Hohenschönhausen, Zingster Str.",2026-08-13T09:09:00+02:00,2026-08-13T09:09:00+02:00,0.0
hauptbahnhof,S5,suburban,S Mahlsdorf Bhf (Berlin),2026-08-13T09:11:00+02:00,2026-08-13T09:11:00+02:00,0.0
hauptbahnhof,147,bus,U Leopoldplatz via S+U Wedding,2026-08-13T09:11:00+02:00,2026-08-13T09:11:00+02:00,0.0
hauptbahnhof,147,bus,S Ostbahnhof via Friedrichstr.,2026-08-13T09:11:00+02:00,2026-08-13T09:11:00+02:00,0.0
hauptbahnhof,M41,bus,Sonnenallee/Baumschulenstr.,2026-08-13T09:11:00+02:00,2026-08-13T09:11:00+02:00,0.0
hauptbahnhof,S3,suburban,S Charlottenburg Bhf (Berlin),2026-08-13T09:12:00+02:00,2026-08-13T09:12:00+02:00,0.0
hauptbahnhof,S3,suburban,S Friedrichshagen (Berlin),2026-08-13T09:13:00+02:00,2026-08-13T09:13:00+02:00,0.0
hauptbahnhof,M10,tram,S+U Warschauer Str.,2026-08-13T09:13:00+02:00,2026-08-13T09:13:00+02:00,0.0
hauptbahnhof,U5,subway,Biesdorf-Süd,2026-08-13T09:13:00+02:00,2026-08-13T09:13:00+02:00,0.0
hauptbahnhof,M5,tram,"Moabit, Lüneburger Str.",2026-08-13T09:16:00+02:00,2026-08-13T09:13:00+02:00,-180.0
hauptbahnhof,M8,tram,Herzbergstraße/ Siegfriedstraße -> Bus,2026-08-13T09:14:00+02:00,2026-08-13T09:14:00+02:00,0.0
hauptbahnhof,M10,tram,U Turmstr.,2026-08-13T09:14:00+02:00,2026-08-13T09:14:00+02:00,0.0
hauptbahnhof,245,bus,S+U Friedrichstr.,2026-08-13T09:15:00+02:00,2026-08-13T09:15:00+02:00,0.0
hauptbahnhof,S9,suburban,Flughafen BER,2026-08-13T09:16:00+02:00,2026-08-13T09:16:00+02:00,0.0
hauptbahnhof,S7,suburban,S Potsdam Hauptbahnhof,2026-08-13T09:17:00+02:00,2026-08-13T09:17:00+02:00,0.0
hauptbahnhof,S15,suburban,S+U Gesundbrunnen Bhf (Berlin),2026-08-13T09:17:00+02:00,2026-08-13T09:17:00+02:00,0.0
hauptbahnhof,S7,suburban,S Ahrensfelde Bhf (Berlin),2026-08-13T09:18:00+02:00,2026-08-13T09:18:00+02:00,0.0
hauptbahnhof,123,bus,Saatwinkler Damm/Mäckeritzwiesen,2026-08-13T09:18:00+02:00,2026-08-13T09:18:00+02:00,0.0
hauptbahnhof,142,bus,S Ostbahnhof via U Rosenthaler Platz,2026-08-13T09:18:00+02:00,2026-08-13T09:18:00+02:00,0.0
hauptbahnhof,M85,bus,S Lichterfelde Süd,2026-08-13T09:18:00+02:00,2026-08-13T09:18:00+02:00,0.0
hauptbahnhof,M10,tram,S+U Warschauer Str.,2026-08-13T09:18:00+02:00,2026-08-13T09:18:00+02:00,0.0
hauptbahnhof,M10,tram,S+U Warschauer Str.,2026-08-13T11:23:00+02:00,2026-08-13T11:23:00+02:00,0.0
hauptbahnhof,U5,subway,Biesdorf-Süd,2026-08-13T11:23:00+02:00,2026-08-13T11:23:00+02:00,0.0
hauptbahnhof,S5,suburban,S Westkreuz (Berlin),2026-08-13T11:24:00+02:00,2026-08-13T11:24:00+02:00,0.0
hauptbahnhof,M8,tram,Herzbergstraße/ Siegfriedstraße -> Bus,2026-08-13T11:24:00+02:00,2026-08-13T11:24:00+02:00,0.0
hauptbahnhof,M10,tram,U Turmstr.,2026-08-13T11:24:00+02:00,2026-08-13T11:24:00+02:00,0.0
hauptbahnhof,245,bus,S+U Zoologischer Garten,2026-08-13T11:26:00+02:00,2026-08-13T11:24:00+02:00,-120.0
hauptbahnhof,M85,bus,S Lichterfelde Süd,2026-08-13T11:25:00+02:00,2026-08-13T11:25:00+02:00,0.0
hauptbahnhof,S3,suburban,S Erkner Bhf,2026-08-13T11:26:00+02:00,2026-08-13T11:26:00+02:00,0.0
hauptbahnhof,S7,suburban,S Potsdam Hauptbahnhof,2026-08-13T11:27:00+02:00,2026-08-13T11:27:00+02:00,0.0
hauptbahnhof,S15,suburban,S+U Gesundbrunnen Bhf (Berlin),2026-08-13T11:27:00+02:00,2026-08-13T11:27:00+02:00,0.0
hauptbahnhof,120,bus,U Paracelsus-Bad,2026-08-13T11:27:00+02:00,2026-08-13T11:27:00+02:00,0.0
hauptbahnhof,142,bus,U Leopoldplatz via U Amrumer Str.,2026-08-13T11:28:00+02:00,2026-08-13T11:27:00+02:00,-60.0
hauptbahnhof,S7,suburban,S Ahrensfelde Bhf (Berlin),2026-08-13T11:28:00+02:00,2026-08-13T11:28:00+02:00,0.0
hauptbahnhof,M10,tram,S+U Warschauer Str.,2026-08-13T11:28:00+02:00,2026-08-13T11:28:00+02:00,0.0
hauptbahnhof,U5,subway,Biesdorf-Süd,2026-08-13T11:28:00+02:00,2026-08-13T11:28:00+02:00,0.0
hauptbahnhof,M8,tram,"Moabit, Lüneburger Str.",2026-08-13T11:30:00+02:00,2026-08-13T11:28:00+02:00,-120.0
hauptbahnhof,M10,tram,U Turmstr.,2026-08-13T11:29:00+02:00,2026-08-13T11:29:00+02:00,0.0
hauptbahnhof,M5,tram,"Hohenschönhausen, Zingster Str.",2026-08-13T11:29:00+02:00,2026-08-13T11:29:00+02:00,0.0
hauptbahnhof,S9,suburban,S Spandau Bhf (Berlin),2026-08-13T11:29:00+02:00,2026-08-13T11:30:00+02:00,60.0
hauptbahnhof,S5,suburban,S Mahlsdorf Bhf (Berlin),2026-08-13T11:31:00+02:00,2026-08-13T11:31:00+02:00,0.0
hauptbahnhof,147,bus,S Ostbahnhof via Friedrichstr.,2026-08-13T11:31:00+02:00,2026-08-13T11:31:00+02:00,0.0
hauptbahnhof,M41,bus,Sonnenallee/Baumschulenstr.,2026-08-13T11:31:00+02:00,2026-08-13T11:31:00+02:00,0.0
hauptbahnhof,147,bus,U Leopoldplatz via S+U Wedding,2026-08-13T11:31:00+02:00,2026-08-13T11:32:00+02:00,60.0
hauptbahnhof,M5,tram,"Moabit, Lüneburger Str.",2026-08-13T11:26:00+02:00,2026-08-13T11:33:00+02:00,420.0
hauptbahnhof,M10,tram,S+U Warschauer Str.,2026-08-13T11:33:00+02:00,2026-08-13T11:33:00+02:00,0.0
hauptbahnhof,U5,subway,Biesdorf-Süd,2026-08-13T11:33:00+02:00,2026-08-13T11:33:00+02:00,0.0
hauptbahnhof,245,bus,S+U Friedrichstr.,2026-08-13T11:35:00+02:00,2026-08-13T11:33:00+02:00,-120.0
hauptbahnhof,S5,suburban,S Westkreuz (Berlin),2026-08-13T11:34:00+02:00,2026-08-13T11:34:00+02:00,0.0
hauptbahnhof,M8,tram,Herzbergstraße/ Siegfriedstraße -> Bus,2026-08-13T11:34:00+02:00,2026-08-13T11:34:00+02:00,0.0
hauptbahnhof,M10,tram,U Turmstr.,2026-08-13T11:34:00+02:00,2026-08-13T11:34:00+02:00,0.0
hauptbahnhof,M85,bus,S Lichterfelde Süd,2026-08-13T11:35:00+02:00,2026-08-13T11:35:00+02:00,0.0
hauptbahnhof,S9,suburban,Flughafen BER,2026-08-13T11:36:00+02:00,2026-08-13T11:36:00+02:00,0.0
hauptbahnhof,M5,tram,"Moabit, Lüneburger Str.",2026-08-13T11:36:00+02:00,2026-08-13T11:37:00+02:00,60.0
hauptbahnhof,S7,suburban,S Potsdam Hauptbahnhof,2026-08-13T11:37:00+02:00,2026-08-13T11:37:00+02:00,0.0
hauptbahnhof,S15,suburban,S+U Gesundbrunnen Bhf (Berlin),2026-08-13T11:37:00+02:00,2026-08-13T11:37:00+02:00,0.0
hauptbahnhof,142,bus,S Ostbahnhof via U Rosenthaler Platz,2026-08-13T11:37:00+02:00,2026-08-13T11:37:00+02:00,0.0
hauptbahnhof,123,bus,Saatwinkler Damm/Mäckeritzwiesen,2026-08-13T11:38:00+02:00,2026-08-13T11:38:00+02:00,0.0
hauptbahnhof,M10,tram,S+U Warschauer Str.,2026-08-13T11:38:00+02:00,2026-08-13T11:38:00+02:00,0.0
hauptbahnhof,U5,subway,Biesdorf-Süd,2026-08-13T11:38:00+02:00,2026-08-13T11:38:00+02:00,0.0
hauptbahnhof,M8,tram,"Moabit, Lüneburger Str.",2026-08-13T11:40:00+02:00,2026-08-13T11:38:00+02:00,-120.0
hauptbahnhof,S7,suburban,S Ahrensfelde Bhf (Berlin),2026-08-13T11:38:00+02:00,2026-08-13T11:39:00+02:00,60.0
hauptbahnhof,S3,suburban,S Spandau Bhf (Berlin),2026-08-13T11:39:00+02:00,2026-08-13T11:39:00+02:00,0.0
hauptbahnhof,M5,tram,"Hohenschönhausen, Zingster Str.",2026-08-13T11:39:00+02:00,2026-08-13T11:39:00+02:00,0.0
hauptbahnhof,M10,tram,U Turmstr.,2026-08-13T11:39:00+02:00,2026-08-13T11:40:00+02:00,60.0
hauptbahnhof,S5,suburban,S Strausberg Nord,2026-08-13T11:41:00+02:00,2026-08-13T11:41:00+02:00,0.0
hauptbahnhof,M41,bus,Sonnenallee/Baumschulenstr.,2026-08-13T11:41:00+02:00,2026-08-13T11:41:00+02:00,0.0
hauptbahnhof,M10,tram,S+U Warschauer Str.,2026-08-13T11:43:00+02:00,2026-08-13T11:43:00+02:00,0.0
hauptbahnhof,U5,subway,Biesdorf-Süd,2026-08-13T11:43:00+02:00,2026-08-13T11:43:00+02:00,0.0
hauptbahnhof,S5,suburban,S Westkreuz (Berlin),2026-08-13T11:44:00+02:00,2026-08-13T11:44:00+02:00,0.0
hauptbahnhof,M8,tram,Herzbergstraße/ Siegfriedstraße -> Bus,2026-08-13T11:44:00+02:00,2026-08-13T11:44:00+02:00,0.0
hauptbahnhof,M10,tram,U Turmstr.,2026-08-13T11:44:00+02:00,2026-08-13T11:44:00+02:00,0.0
hauptbahnhof,M85,bus,S Lichterfelde Süd,2026-08-13T11:45:00+02:00,2026-08-13T11:45:00+02:00,0.0
hauptbahnhof,M5,tram,"Moabit, Lüneburger Str.",2026-08-13T11:46:00+02:00,2026-08-13T11:45:00+02:00,-60.0
hauptbahnhof,S3,suburban,S Erkner Bhf,2026-08-13T11:46:00+02:00,2026-08-13T11:46:00+02:00,0.0
hauptbahnhof,120,bus,U Paracelsus-Bad,2026-08-13T11:46:00+02:00,2026-08-13T11:46:00+02:00,0.0
hauptbahnhof,245,bus,S+U Zoologischer Garten,2026-08-13T11:46:00+02:00,2026-08-13T11:46:00+02:00,0.0
hauptbahnhof,S7,suburban,S Potsdam Hauptbahnhof,2026-08-13T11:47:00+02:00,2026-08-13T11:47:00+02:00,0.0
hauptbahnhof,S15,suburban,S+U Gesundbrunnen Bhf (Berlin),2026-08-13T11:47:00+02:00,2026-08-13T11:47:00+02:00,0.0
hauptbahnhof,S7,suburban,S Ahrensfelde Bhf (Berlin),2026-08-13T11:48:00+02:00,2026-08-13T11:48:00+02:00,0.0
hauptbahnhof,M10,tram,S+U Warschauer Str.,2026-08-13T11:48:00+02:00,2026-08-13T11:48:00+02:00,0.0
hauptbahnhof,U5,subway,Biesdorf-Süd,2026-08-13T11:48:00+02:00,2026-08-13T11:48:00+02:00,0.0
hauptbahnhof,S9,suburban,S Spandau Bhf (Berlin),2026-08-13T11:49:00+02:00,2026-08-13T11:49:00+02:00,0.0
hauptbahnhof,M41,bus,Sonnenallee/Baumschulenstr.,2026-08-13T11:49:00+02:00,2026-08-13T11:49:00+02:00,0.0
hauptbahnhof,M10,tram,U Turmstr.,2026-08-13T11:49:00+02:00,2026-08-13T11:49:00+02:00,0.0
hauptbahnhof,M5,tram,"Hohenschönhausen, Zingster Str.",2026-08-13T11:49:00+02:00,2026-08-13T11:49:00+02:00,0.0
hauptbahnhof,M8,tram,"Moabit, Lüneburger Str.",2026-08-13T11:50:00+02:00,2026-08-13T11:50:00+02:00,0.0
hauptbahnhof,S5,suburban,S Mahlsdorf Bhf (Berlin),2026-08-13T11:51:00+02:00,2026-08-13T11:51:00+02:00,0.0
hauptbahnhof,147,bus,U Leopoldplatz via S+U Wedding,2026-08-13T11:51:00+02:00,2026-08-13T11:51:00+02:00,0.0
hauptbahnhof,147,bus,S Ostbahnhof via Friedrichstr.,2026-08-13T11:51:00+02:00,2026-08-13T11:51:00+02:00,0.0
hauptbahnhof,M10,tram,U Turmstr.,2026-08-13T12:34:00+02:00,2026-08-13T12:33:00+02:00,-60.0
hauptbahnhof,M10,tram,S+U Warschauer Str.,2026-08-13T12:33:00+02:00,2026-08-13T12:34:00+02:00,60.0
hauptbahnhof,M8,tram,Herzbergstraße/ Siegfriedstraße -> Bus,2026-08-13T12:34:00+02:00,2026-08-13T12:34:00+02:00,0.0
hauptbahnhof,S5,suburban,S Westkreuz (Berlin),2026-08-13T12:34:00+02:00,2026-08-13T12:35:00+02:00,60.0
hauptbahnhof,245,bus,S+U Friedrichstr.,2026-08-13T12:35:00+02:00,2026-08-13T12:35:00+02:00,0.0
hauptbahnhof,M85,bus,S Lichterfelde Süd,2026-08-13T12:35:00+02:00,2026-08-13T12:35:00+02:00,0.0
hauptbahnhof,S9,suburban,Flughafen BER,2026-08-13T12:36:00+02:00,2026-08-13T12:36:00+02:00,0.0
hauptbahnhof,142,bus,S Ostbahnhof via U Rosenthaler Platz,2026-08-13T12:37:00+02:00,2026-08-13T12:36:00+02:00,-60.0
hauptbahnhof,M5,tram,"Moabit, Lüneburger Str.",2026-08-13T12:36:00+02:00,2026-08-13T12:37:00+02:00,60.0
hauptbahnhof,S7,suburban,S Potsdam Hauptbahnhof,2026-08-13T12:37:00+02:00,2026-08-13T12:37:00+02:00,0.0
hauptbahnhof,S15,suburban,S+U Gesundbrunnen Bhf (Berlin),2026-08-13T12:37:00+02:00,2026-08-13T12:37:00+02:00,0.0
hauptbahnhof,S7,suburban,S Ahrensfelde Bhf (Berlin),2026-08-13T12:38:00+02:00,2026-08-13T12:38:00+02:00,0.0
hauptbahnhof,123,bus,Saatwinkler Damm/Mäckeritzwiesen,2026-08-13T12:38:00+02:00,2026-08-13T12:38:00+02:00,0.0
hauptbahnhof,M10,tram,S+U Warschauer Str.,2026-08-13T12:38:00+02:00,2026-08-13T12:38:00+02:00,0.0
hauptbahnhof,U5,subway,Biesdorf-Süd,2026-08-13T12:38:00+02:00,2026-08-13T12:38:00+02:00,0.0
hauptbahnhof,M41,bus,Sonnenallee/Baumschulenstr.,2026-08-13T12:39:00+02:00,2026-08-13T12:39:00+02:00,0.0
hauptbahnhof,M5,tram,"Hohenschönhausen, Zingster Str.",2026-08-13T12:39:00+02:00,2026-08-13T12:39:00+02:00,0.0
hauptbahnhof,M10,tram,U Turmstr.,2026-08-13T12:39:00+02:00,2026-08-13T12:40:00+02:00,60.0
hauptbahnhof,M8,tram,"Moabit, Lüneburger Str.",2026-08-13T12:40:00+02:00,2026-08-13T12:40:00+02:00,0.0
hauptbahnhof,S3,suburban,S Spandau Bhf (Berlin),2026-08-13T12:39:00+02:00,2026-08-13T12:41:00+02:00,120.0
hauptbahnhof,S5,suburban,S Strausberg Nord,2026-08-13T12:41:00+02:00,2026-08-13T12:41:00+02:00,0.0
hauptbahnhof,M10,tram,S+U Warschauer Str.,2026-08-13T12:43:00+02:00,2026-08-13T12:43:00+02:00,0.0
hauptbahnhof,U5,subway,Biesdorf-Süd,2026-08-13T12:43:00+02:00,2026-08-13T12:43:00+02:00,0.0
hauptbahnhof,S5,suburban,S Westkreuz (Berlin),2026-08-13T12:44:00+02:00,2026-08-13T12:44:00+02:00,0.0
hauptbahnhof,M8,tram,Herzbergstraße/ Siegfriedstraße -> Bus,2026-08-13T12:44:00+02:00,2026-08-13T12:44:00+02:00,0.0
hauptbahnhof,M5,tram,"Moabit, Lüneburger Str.",2026-08-13T12:46:00+02:00,2026-08-13T12:44:00+02:00,-120.0
hauptbahnhof,120,bus,U Paracelsus-Bad,2026-08-13T12:45:00+02:00,2026-08-13T12:45:00+02:00,0.0
hauptbahnhof,M85,bus,S Lichterfelde Süd,2026-08-13T12:45:00+02:00,2026-08-13T12:45:00+02:00,0.0
hauptbahnhof,S3,suburban,S Erkner Bhf,2026-08-13T12:46:00+02:00,2026-08-13T12:46:00+02:00,0.0
hauptbahnhof,245,bus,S+U Zoologischer Garten,2026-08-13T12:46:00+02:00,2026-08-13T12:46:00+02:00,0.0
hauptbahnhof,M10,tram,U Turmstr.,2026-08-13T12:44:00+02:00,2026-08-13T12:47:00+02:00,180.0
hauptbahnhof,S7,suburban,S Potsdam Hauptbahnhof,2026-08-13T12:47:00+02:00,2026-08-13T12:47:00+02:00,0.0
hauptbahnhof,S15,suburban,S+U Gesundbrunnen Bhf (Berlin),2026-08-13T12:47:00+02:00,2026-08-13T12:47:00+02:00,0.0
hauptbahnhof,S7,suburban,S Ahrensfelde Bhf (Berlin),2026-08-13T12:48:00+02:00,2026-08-13T12:48:00+02:00,0.0
hauptbahnhof,142,bus,U Leopoldplatz via U Amrumer Str.,2026-08-13T12:48:00+02:00,2026-08-13T12:48:00+02:00,0.0
hauptbahnhof,M10,tram,S+U Warschauer Str.,2026-08-13T12:48:00+02:00,2026-08-13T12:48:00+02:00,0.0
hauptbahnhof,U5,subway,Biesdorf-Süd,2026-08-13T12:48:00+02:00,2026-08-13T12:48:00+02:00,0.0
hauptbahnhof,M41,bus,Sonnenallee/Baumschulenstr.,2026-08-13T12:49:00+02:00,2026-08-13T12:49:00+02:00,0.0
hauptbahnhof,M10,tram,U Turmstr.,2026-08-13T12:49:00+02:00,2026-08-13T12:49:00+02:00,0.0
hauptbahnhof,M5,tram,"Hohenschönhausen, Zingster Str.",2026-08-13T12:49:00+02:00,2026-08-13T12:49:00+02:00,0.0
hauptbahnhof,S9,suburban,S Spandau Bhf (Berlin),2026-08-13T12:49:00+02:00,2026-08-13T12:50:00+02:00,60.0
hauptbahnhof,S5,suburban,S Hoppegarten,2026-08-13T12:51:00+02:00,2026-08-13T12:51:00+02:00,0.0
hauptbahnhof,147,bus,U Leopoldplatz via S+U Wedding,2026-08-13T12:51:00+02:00,2026-08-13T12:51:00+02:00,0.0
hauptbahnhof,147,bus,S Ostbahnhof via Friedrichstr.,2026-08-13T12:51:00+02:00,2026-08-13T12:51:00+02:00,0.0
hauptbahnhof,M8,tram,"Moabit, Lüneburger Str.",2026-08-13T12:50:00+02:00,2026-08-13T12:52:00+02:00,120.0
hauptbahnhof,M10,tram,S+U Warschauer Str.,2026-08-13T12:53:00+02:00,2026-08-13T12:53:00+02:00,0.0
hauptbahnhof,U5,subway,Biesdorf-Süd,2026-08-13T12:53:00+02:00,2026-08-13T12:53:00+02:00,0.0
hauptbahnhof,S5,suburban,S Westkreuz (Berlin),2026-08-13T12:54:00+02:00,2026-08-13T12:54:00+02:00,0.0
hauptbahnhof,M8,tram,Herzbergstraße/ Siegfriedstraße -> Bus,2026-08-13T12:54:00+02:00,2026-08-13T12:54:00+02:00,0.0
hauptbahnhof,M10,tram,U Turmstr.,2026-08-13T12:54:00+02:00,2026-08-13T12:54:00+02:00,0.0
hauptbahnhof,245,bus,S+U Friedrichstr.,2026-08-13T12:55:00+02:00,2026-08-13T12:55:00+02:00,0.0
hauptbahnhof,M85,bus,S Lichterfelde Süd,2026-08-13T12:55:00+02:00,2026-08-13T12:55:00+02:00,0.0
hauptbahnhof,M5,tram,"Moabit, Lüneburger Str.",2026-08-13T12:56:00+02:00,2026-08-13T12:55:00+02:00,-60.0
hauptbahnhof,S9,suburban,Flughafen BER,2026-08-13T12:56:00+02:00,2026-08-13T12:56:00+02:00,0.0
hauptbahnhof,M5,tram,"Hohenschönhausen, Zingster Str.",2026-08-13T12:56:00+02:00,2026-08-13T12:56:00+02:00,0.0
hauptbahnhof,S7,suburban,S Potsdam Hauptbahnhof,2026-08-13T12:57:00+02:00,2026-08-13T12:57:00+02:00,0.0
hauptbahnhof,S15,suburban,S+U Gesundbrunnen Bhf (Berlin),2026-08-13T12:57:00+02:00,2026-08-13T12:57:00+02:00,0.0
hauptbahnhof,142,bus,S Ostbahnhof via U Rosenthaler Platz,2026-08-13T12:57:00+02:00,2026-08-13T12:57:00+02:00,0.0
hauptbahnhof,M10,tram,S+U Warschauer Str.,2026-08-13T12:57:00+02:00,2026-08-13T12:57:00+02:00,0.0
hauptbahnhof,M10,tram,U Turmstr.,2026-08-13T12:59:00+02:00,2026-08-13T12:57:00+02:00,-120.0
hauptbahnhof,S7,suburban,S Ahrensfelde Bhf (Berlin),2026-08-13T12:58:00+02:00,2026-08-13T12:58:00+02:00,0.0
hauptbahnhof,123,bus,Saatwinkler Damm/Mäckeritzwiesen,2026-08-13T12:58:00+02:00,2026-08-13T12:58:00+02:00,0.0
hauptbahnhof,U5,subway,Biesdorf-Süd,2026-08-13T12:58:00+02:00,2026-08-13T12:58:00+02:00,0.0
hauptbahnhof,M8,tram,"Moabit, Lüneburger Str.",2026-08-13T13:00:00+02:00,2026-08-13T12:58:00+02:00,-120.0
hauptbahnhof,M41,bus,Sonnenallee/Baumschulenstr.,2026-08-13T12:59:00+02:00,2026-08-13T12:59:00+02:00,0.0
hauptbahnhof,S3,suburban,S Spandau Bhf (Berlin),2026-08-13T12:59:00+02:00,2026-08-13T13:00:00+02:00,60.0
hauptbahnhof,S5,suburban,S Strausberg Nord,2026-08-13T13:01:00+02:00,2026-08-13T13:01:00+02:00,0.0
hauptbahnhof,M10,tram,S+U Warschauer Str.,2026-08-13T13:01:00+02:00,2026-08-13T13:01:00+02:00,0.0
hauptbahnhof,M8,tram,Herzbergstraße/ Siegfriedstraße -> Bus,2026-08-13T13:02:00+02:00,2026-08-13T13:02:00+02:00,0.0
hauptbahnhof,U5,subway,Biesdorf-Süd,2026-08-13T13:03:00+02:00,2026-08-13T13:03:00+02:00,0.0
hauptbahnhof,S5,suburban,S Westkreuz (Berlin),2026-08-13T13:04:00+02:00,2026-08-13T13:04:00+02:00,0.0
hauptbahnhof,120,bus,U Paracelsus-Bad,2026-08-13T13:04:00+02:00,2026-08-13T13:04:00+02:00,0.0
hauptbahnhof,M10,tram,U Turmstr.,2026-08-13T13:04:00+02:00,2026-08-13T13:04:00+02:00,0.0
hauptbahnhof,S5,suburban,S Westkreuz (Berlin),2026-08-13T13:24:00+02:00,2026-08-13T13:24:00+02:00,0.0
hauptbahnhof,120,bus,U Paracelsus-Bad,2026-08-13T13:24:00+02:00,2026-08-13T13:24:00+02:00,0.0
hauptbahnhof,M10,tram,U Turmstr.,2026-08-13T13:24:00+02:00,2026-08-13T13:25:00+02:00,60.0
hauptbahnhof,S3,suburban,S Erkner Bhf,2026-08-13T13:26:00+02:00,2026-08-13T13:25:00+02:00,-60.0
hauptbahnhof,M10,tram,S+U Warschauer Str.,2026-08-13T13:25:00+02:00,2026-08-13T13:26:00+02:00,60.0
hauptbahnhof,M5,tram,"Hohenschönhausen, Zingster Str.",2026-08-13T13:26:00+02:00,2026-08-13T13:26:00+02:00,0.0
hauptbahnhof,S7,suburban,S Potsdam Hauptbahnhof,2026-08-13T13:27:00+02:00,2026-08-13T13:27:00+02:00,0.0
hauptbahnhof,S15,suburban,S+U Gesundbrunnen Bhf (Berlin),2026-08-13T13:27:00+02:00,2026-08-13T13:27:00+02:00,0.0
hauptbahnhof,142,bus,U Leopoldplatz via U Amrumer Str.,2026-08-13T13:28:00+02:00,2026-08-13T13:27:00+02:00,-60.0
hauptbahnhof,U5,subway,Biesdorf-Süd,2026-08-13T13:28:00+02:00,2026-08-13T13:28:00+02:00,0.0
hauptbahnhof,M5,tram,"Moabit, Lüneburger Str.",2026-08-13T13:26:00+02:00,2026-08-13T13:29:00+02:00,180.0
hauptbahnhof,S7,suburban,S Ahrensfelde Bhf (Berlin),2026-08-13T13:28:00+02:00,2026-08-13T13:29:00+02:00,60.0
hauptbahnhof,M41,bus,Sonnenallee/Baumschulenstr.,2026-08-13T13:29:00+02:00,2026-08-13T13:29:00+02:00,0.0
hauptbahnhof,M8,tram,"Moabit, Lüneburger Str.",2026-08-13T13:30:00+02:00,2026-08-13T13:29:00+02:00,-60.0
hauptbahnhof,S9,suburban,S Spandau Bhf (Berlin),2026-08-13T13:29:00+02:00,2026-08-13T13:30:00+02:00,60.0
hauptbahnhof,M10,tram,U Turmstr.,2026-08-13T13:29:00+02:00,2026-08-13T13:30:00+02:00,60.0
hauptbahnhof,M10,tram,S+U Warschauer Str.,2026-08-13T13:30:00+02:00,2026-08-13T13:30:00+02:00,0.0
hauptbahnhof,S5,suburban,S Hoppegarten,2026-08-13T13:31:00+02:00,2026-08-13T13:31:00+02:00,0.0
hauptbahnhof,147,bus,S Ostbahnhof via Friedrichstr.,2026-08-13T13:31:00+02:00,2026-08-13T13:31:00+02:00,0.0
hauptbahnhof,147,bus,U Leopoldplatz via S+U Wedding,2026-08-13T13:31:00+02:00,2026-08-13T13:32:00+02:00,60.0
hauptbahnhof,U5,subway,Biesdorf-Süd,2026-08-13T13:33:00+02:00,2026-08-13T13:33:00+02:00,0.0
