station,line,product,direction,planned_when,actual_when,delay_seconds
alexanderplatz,S7,suburban,S Potsdam Hauptbahnhof,2026-08-10T05:30:00+02:00,2026-08-10T05:30:00+02:00,0.0
alexanderplatz,U5,subway,Hauptbahnhof,2026-08-10T05:30:00+02:00,2026-08-10T05:30:00+02:00,0.0
alexanderplatz,M6,tram,"Mitte, Am Kupfergraben",2026-08-10T05:30:00+02:00,2026-08-10T05:31:00+02:00,60.0
alexanderplatz,200,bus,"Prenzlauer Berg, Michelangelostr.",2026-08-10T05:29:00+02:00,2026-08-10T05:32:00+02:00,180.0
alexanderplatz,S3,suburban,S Erkner Bhf,2026-08-10T05:32:00+02:00,2026-08-10T05:32:00+02:00,0.0
alexanderplatz,M2,tram,Heinersdorf,2026-08-10T05:32:00+02:00,2026-08-10T05:32:00+02:00,0.0
alexanderplatz,S3,suburban,S Spandau Bhf (Berlin),2026-08-10T05:33:00+02:00,2026-08-10T05:33:00+02:00,0.0
alexanderplatz,M4,tram,S Hackescher Markt,2026-08-10T05:34:00+02:00,2026-08-10T05:34:00+02:00,0.0
alexanderplatz,M5,tram,"Hohenschönhausen, Zingster Str.",2026-08-10T05:33:00+02:00,2026-08-10T05:35:00+02:00,120.0
alexanderplatz,S7,suburban,S Ahrensfelde Bhf (Berlin),2026-08-10T05:35:00+02:00,2026-08-10T05:35:00+02:00,0.0
alexanderplatz,M4,tram,"Hohenschönhausen, Zingster Str.",2026-08-10T05:35:00+02:00,2026-08-10T05:35:00+02:00,0.0
alexanderplatz,U2,subway,Ruhleben,2026-08-10T05:35:00+02:00,2026-08-10T05:35:00+02:00,0.0
alexanderplatz,U5,subway,Hauptbahnhof,2026-08-10T05:35:00+02:00,2026-08-10T05:35:00+02:00,0.0
alexanderplatz,M5,tram,S+U Hauptbahnhof,2026-08-10T05:36:00+02:00,2026-08-10T05:35:00+02:00,-60.0
alexanderplatz,S5,suburban,S Hoppegarten,2026-08-10T05:37:00+02:00,2026-08-10T05:37:00+02:00,0.0
alexanderplatz,U5,subway,Biesdorf-Süd,2026-08-10T05:37:00+02:00,2026-08-10T05:37:00+02:00,0.0
alexanderplatz,U8,subway,Wittenau,2026-08-10T05:38:00+02:00,2026-08-10T05:38:00+02:00,0.0
alexanderplatz,S5,suburban,S Westkreuz (Berlin),2026-08-10T05:38:00+02:00,2026-08-10T05:39:00+02:00,60.0
alexanderplatz,U2,subway,Pankow,2026-08-10T05:39:00+02:00,2026-08-10T05:39:00+02:00,0.0
alexanderplatz,U8,subway,Hermannstraße,2026-08-10T05:39:00+02:00,2026-08-10T05:39:00+02:00,0.0
alexanderplatz,S7,suburban,S Potsdam Hauptbahnhof,2026-08-10T05:40:00+02:00,2026-08-10T05:40:00+02:00,0.0
alexanderplatz,U5,subway,Hauptbahnhof,2026-08-10T05:40:00+02:00,2026-08-10T05:40:00+02:00,0.0
alexanderplatz,S3,suburban,S Erkner Bhf,2026-08-10T05:40:00+02:00,2026-08-10T05:41:00+02:00,60.0
alexanderplatz,M6,tram,"Mitte, Am Kupfergraben",2026-08-10T05:40:00+02:00,2026-08-10T05:41:00+02:00,60.0
alexanderplatz,S9,suburban,Flughafen BER,2026-08-10T05:42:00+02:00,2026-08-10T05:42:00+02:00,0.0
alexanderplatz,M2,tram,Am Steinberg,2026-08-10T05:42:00+02:00,2026-08-10T05:42:00+02:00,0.0
alexanderplatz,U5,subway,Biesdorf-Süd,2026-08-10T05:42:00+02:00,2026-08-10T05:42:00+02:00,0.0
alexanderplatz,M5,tram,"Hohenschönhausen, Zingster Str.",2026-08-10T05:43:00+02:00,2026-08-10T05:43:00+02:00,0.0
alexanderplatz,S9,suburban,S Spandau Bhf (Berlin),2026-08-10T05:43:00+02:00,2026-08-10T05:44:00+02:00,60.0
alexanderplatz,M4,tram,S Hackescher Markt,2026-08-10T05:44:00+02:00,2026-08-10T05:44:00+02:00,0.0
alexanderplatz,S3,suburban,S Charlottenburg Bhf (Berlin),2026-08-10T05:45:00+02:00,2026-08-10T05:45:00+02:00,0.0
alexanderplatz,S7,suburban,S Ahrensfelde Bhf (Berlin),2026-08-10T05:45:00+02:00,2026-08-10T05:45:00+02:00,0.0
alexanderplatz,M4,tram,Falkenberg,2026-08-10T05:45:00+02:00,2026-08-10T05:45:00+02:00,0.0
alexanderplatz,U2,subway,Ruhleben,2026-08-10T05:45:00+02:00,2026-08-10T05:45:00+02:00,0.0
alexanderplatz,U5,subway,Hauptbahnhof,2026-08-10T05:45:00+02:00,2026-08-10T05:45:00+02:00,0.0
alexanderplatz,M5,tram,S+U Hauptbahnhof,2026-08-10T05:46:00+02:00,2026-08-10T05:46:00+02:00,0.0
alexanderplatz,S5,suburban,S Strausberg Nord,2026-08-10T05:47:00+02:00,2026-08-10T05:47:00+02:00,0.0
alexanderplatz,M6,tram,"Hellersdorf, Riesaer Str.",2026-08-10T05:47:00+02:00,2026-08-10T05:47:00+02:00,0.0
alexanderplatz,U5,subway,Biesdorf-Süd,2026-08-10T05:47:00+02:00,2026-08-10T05:47:00+02:00,0.0
alexanderplatz,M6,tram,"Mitte, Am Kupfergraben",2026-08-10T05:50:00+02:00,2026-08-10T05:48:00+02:00,-120.0
alexanderplatz,200,bus,"Prenzlauer Berg, Michelangelostr.",2026-08-10T05:49:00+02:00,2026-08-10T05:49:00+02:00,0.0
alexanderplatz,U2,subway,Pankow,2026-08-10T05:49:00+02:00,2026-08-10T05:49:00+02:00,0.0
alexanderplatz,S5,suburban,S Westkreuz (Berlin),2026-08-10T05:48:00+02:00,2026-08-10T05:50:00+02:00,120.0
alexanderplatz,S7,suburban,S Potsdam Hauptbahnhof,2026-08-10T05:50:00+02:00,2026-08-10T05:50:00+02:00,0.0
alexanderplatz,U5,subway,Hauptbahnhof,2026-08-10T05:50:00+02:00,2026-08-10T05:50:00+02:00,0.0
alexanderplatz,S3,suburban,S Erkner Bhf,2026-08-10T05:52:00+02:00,2026-08-10T05:52:00+02:00,0.0
alexanderplatz,M2,tram,Heinersdorf,2026-08-10T05:52:00+02:00,2026-08-10T05:52:00+02:00,0.0
alexanderplatz,U5,subway,Biesdorf-Süd,2026-08-10T05:52:00+02:00,2026-08-10T05:52:00+02:00,0.0
alexanderplatz,S3,suburban,S Spandau Bhf (Berlin),2026-08-10T05:53:00+02:00,2026-08-10T05:53:00+02:00,0.0
alexanderplatz,M5,tram,"Hohenschönhausen, Zingster Str.",2026-08-10T05:53:00+02:00,2026-08-10T05:53:00+02:00,0.0
alexanderplatz,M4,tram,S Hackescher Markt,2026-08-10T05:54:00+02:00,2026-08-10T05:54:00+02:00,0.0
alexanderplatz,U8,subway,Hermannstraße,2026-08-10T05:54:00+02:00,2026-08-10T05:54:00+02:00,0.0
alexanderplatz,M4,tram,S Hackescher Markt,2026-08-10T08:19:00+02:00,2026-08-10T08:17:00+02:00,-120.0
alexanderplatz,M5,tram,S+U Hauptbahnhof,2026-08-10T08:19:00+02:00,2026-08-10T08:17:00+02:00,-120.0
alexanderplatz,S5,suburban,S Hoppegarten,2026-08-10T08:17:00+02:00,2026-08-10T08:19:00+02:00,120.0
alexanderplatz,U8,subway,Hermannstraße,2026-08-10T08:19:00+02:00,2026-08-10T08:19:00+02:00,0.0
alexanderplatz,S3,suburban,S Erkner Bhf,2026-08-10T08:20:00+02:00,2026-08-10T08:20:00+02:00,0.0
alexanderplatz,S7,suburban,S Potsdam Hauptbahnhof,2026-08-10T08:20:00+02:00,2026-08-10T08:20:00+02:00,0.0
alexanderplatz,U2,subway,Theodor-Heuss-Platz,2026-08-10T08:20:00+02:00,2026-08-10T08:20:00+02:00,0.0
alexanderplatz,U5,subway,Hauptbahnhof,2026-08-10T08:20:00+02:00,2026-08-10T08:20:00+02:00,0.0
alexanderplatz,U2,subway,Pankow,2026-08-10T08:20:00+02:00,2026-08-10T08:22:00+02:00,120.0
alexanderplatz,S9,suburban,Flughafen BER,2026-08-10T08:22:00+02:00,2026-08-10T08:22:00+02:00,0.0
alexanderplatz,M4,tram,"Hohenschönhausen, Zingster Str.",2026-08-10T08:22:00+02:00,2026-08-10T08:22:00+02:00,0.0
alexanderplatz,U5,subway,Biesdorf-Süd,2026-08-10T08:22:00+02:00,2026-08-10T08:23:00+02:00,60.0
alexanderplatz,S9,suburban,S Spandau Bhf (Berlin),2026-08-10T08:23:00+02:00,2026-08-10T08:23:00+02:00,0.0
alexanderplatz,M2,tram,Am Steinberg,2026-08-10T08:23:00+02:00,2026-08-10T08:23:00+02:00,0.0
alexanderplatz,M4,tram,S Hackescher Markt,2026-08-10T08:23:00+02:00,2026-08-10T08:23:00+02:00,0.0
alexanderplatz,U8,subway,Hermannstraße,2026-08-10T08:24:00+02:00,2026-08-10T08:23:00+02:00,-60.0
alexanderplatz,M5,tram,"Hohenschönhausen, Zingster Str.",2026-08-10T08:23:00+02:00,2026-08-10T08:24:00+02:00,60.0
alexanderplatz,U8,subway,Wittenau,2026-08-10T08:23:00+02:00,2026-08-10T08:24:00+02:00,60.0
alexanderplatz,248,bus,U Breitenbachplatz via S Südkreuz,2026-08-10T08:24:00+02:00,2026-08-10T08:24:00+02:00,0.0
alexanderplatz,M6,tram,"Mitte, Am Kupfergraben",2026-08-10T08:25:00+02:00,2026-08-10T08:24:00+02:00,-60.0
alexanderplatz,U2,subway,Ruhleben,2026-08-10T08:25:00+02:00,2026-08-10T08:25:00+02:00,0.0
alexanderplatz,U2,subway,Pankow,2026-08-10T08:25:00+02:00,2026-08-10T08:25:00+02:00,0.0
alexanderplatz,U5,subway,Hauptbahnhof,2026-08-10T08:25:00+02:00,2026-08-10T08:25:00+02:00,0.0
alexanderplatz,300,bus,S+U Warschauer Str.,2026-08-10T08:26:00+02:00,2026-08-10T08:25:00+02:00,-60.0
alexanderplatz,S7,suburban,S Ahrensfelde Bhf (Berlin),2026-08-10T08:25:00+02:00,2026-08-10T08:26:00+02:00,60.0
alexanderplatz,M4,tram,Falkenberg,2026-08-10T08:26:00+02:00,2026-08-10T08:26:00+02:00,0.0
alexanderplatz,S5,suburban,S Strausberg Nord,2026-08-10T08:27:00+02:00,2026-08-10T08:27:00+02:00,0.0
alexanderplatz,M6,tram,"Hellersdorf, Riesaer Str.",2026-08-10T08:27:00+02:00,2026-08-10T08:27:00+02:00,0.0
alexanderplatz,U5,subway,Biesdorf-Süd,2026-08-10T08:27:00+02:00,2026-08-10T08:27:00+02:00,0.0
alexanderplatz,200,bus,S+U Zoologischer Garten via Potsdamer Platz,2026-08-10T08:28:00+02:00,2026-08-10T08:28:00+02:00,0.0
alexanderplatz,M2,tram,Am Steinberg,2026-08-10T08:28:00+02:00,2026-08-10T08:28:00+02:00,0.0
alexanderplatz,M4,tram,S Hackescher Markt,2026-08-10T08:27:00+02:00,2026-08-10T08:29:00+02:00,120.0
alexanderplatz,U8,subway,Wittenau,2026-08-10T08:28:00+02:00,2026-08-10T08:29:00+02:00,60.0
alexanderplatz,M5,tram,S+U Hauptbahnhof,2026-08-10T08:29:00+02:00,2026-08-10T08:29:00+02:00,0.0
alexanderplatz,U2,subway,Theodor-Heuss-Platz,2026-08-10T08:29:00+02:00,2026-08-10T08:29:00+02:00,0.0
alexanderplatz,U2,subway,Pankow,2026-08-10T08:29:00+02:00,2026-08-10T08:29:00+02:00,0.0
alexanderplatz,U8,subway,Hermannstraße,2026-08-10T08:29:00+02:00,2026-08-10T08:29:00+02:00,0.0
alexanderplatz,200,bus,"Prenzlauer Berg, Michelangelostr.",2026-08-10T08:30:00+02:00,2026-08-10T08:29:00+02:00,-60.0
alexanderplatz,S3,suburban,S Charlottenburg Bhf (Berlin),2026-08-10T08:25:00+02:00,2026-08-10T08:30:00+02:00,300.0
alexanderplatz,M4,tram,"Hohenschönhausen, Zingster Str.",2026-08-10T08:30:00+02:00,2026-08-10T08:30:00+02:00,0.0
alexanderplatz,U5,subway,Hauptbahnhof,2026-08-10T08:30:00+02:00,2026-08-10T08:30:00+02:00,0.0
alexanderplatz,S7,suburban,S Potsdam Hauptbahnhof,2026-08-10T08:30:00+02:00,2026-08-10T08:31:00+02:00,60.0
alexanderplatz,100,bus,"Mitte, Memhardstr.",2026-08-10T08:30:00+02:00,2026-08-10T08:31:00+02:00,60.0
alexanderplatz,M4,tram,S Hackescher Markt,2026-08-10T08:31:00+02:00,2026-08-10T08:31:00+02:00,0.0
alexanderplatz,S5,suburban,S Westkreuz (Berlin),2026-08-10T08:28:00+02:00,2026-08-10T08:32:00+02:00,240.0
alexanderplatz,S3,suburban,S Erkner Bhf,2026-08-10T08:32:00+02:00,2026-08-10T08:32:00+02:00,0.0
alexanderplatz,300,bus,"Tiergarten, Philharmonie",2026-08-10T08:32:00+02:00,2026-08-10T08:32:00+02:00,0.0
alexanderplatz,U5,subway,Biesdorf-Süd,2026-08-10T08:32:00+02:00,2026-08-10T08:32:00+02:00,0.0
alexanderplatz,M2,tram,Heinersdorf,2026-08-10T08:33:00+02:00,2026-08-10T08:33:00+02:00,0.0
alexanderplatz,M5,tram,"Hohenschönhausen, Zingster Str.",2026-08-10T08:33:00+02:00,2026-08-10T08:33:00+02:00,0.0
alexanderplatz,U8,subway,Wittenau,2026-08-10T08:33:00+02:00,2026-08-10T08:33:00+02:00,0.0
alexanderplatz,248,bus,S Südkreuz,2026-08-10T08:34:00+02:00,2026-08-10T08:34:00+02:00,0.0
alexanderplatz,M4,tram,Falkenberg,2026-08-10T08:34:00+02:00,2026-08-10T08:34:00+02:00,0.0
alexanderplatz,U2,subway,Ruhleben,2026-08-10T08:34:00+02:00,2026-08-10T08:34:00+02:00,0.0
alexanderplatz,U2,subway,Pankow,2026-08-10T08:34:00+02:00,2026-08-10T08:34:00+02:00,0.0
alexanderplatz,U8,subway,Hermannstraße,2026-08-10T08:34:00+02:00,2026-08-10T08:34:00+02:00,0.0
alexanderplatz,S7,suburban,S Ahrensfelde Bhf (Berlin),2026-08-10T08:35:00+02:00,2026-08-10T08:35:00+02:00,0.0
alexanderplatz,M4,tram,S Hackescher Markt,2026-08-10T08:35:00+02:00,2026-08-10T08:35:00+02:00,0.0
alexanderplatz,U5,subway,Hauptbahnhof,2026-08-10T08:35:00+02:00,2026-08-10T08:35:00+02:00,0.0
alexanderplatz,M6,tram,"Mitte, Am Kupfergraben",2026-08-10T08:35:00+02:00,2026-08-10T08:36:00+02:00,60.0
alexanderplatz,S5,suburban,S Mahlsdorf Bhf (Berlin),2026-08-10T08:37:00+02:00,2026-08-10T08:37:00+02:00,0.0
alexanderplatz,M6,tram,"Hellersdorf, Riesaer Str.",2026-08-10T08:37:00+02:00,2026-08-10T08:37:00+02:00,0.0
alexanderplatz,U5,subway,Biesdorf-Süd,2026-08-10T08:37:00+02:00,2026-08-10T08:37:00+02:00,0.0
alexanderplatz,M5,tram,S+U Hauptbahnhof,2026-08-10T08:39:00+02:00,2026-08-10T08:37:00+02:00,-120.0
alexanderplatz,S5,suburban,S Westkreuz (Berlin),2026-08-10T08:38:00+02:00,2026-08-10T08:38:00+02:00,0.0
alexanderplatz,M2,tram,Am Steinberg,2026-08-10T08:38:00+02:00,2026-08-10T08:38:00+02:00,0.0
alexanderplatz,M4,tram,"Hohenschönhausen, Zingster Str.",2026-08-10T08:38:00+02:00,2026-08-10T08:38:00+02:00,0.0
alexanderplatz,U2,subway,Theodor-Heuss-Platz,2026-08-10T08:38:00+02:00,2026-08-10T08:38:00+02:00,0.0
alexanderplatz,U2,subway,Pankow,2026-08-10T08:38:00+02:00,2026-08-10T08:38:00+02:00,0.0
alexanderplatz,U8,subway,Wittenau,2026-08-10T08:38:00+02:00,2026-08-10T08:38:00+02:00,0.0
alexanderplatz,S3,suburban,S Spandau Bhf (Berlin),2026-08-10T08:33:00+02:00,2026-08-10T08:39:00+02:00,360.0
alexanderplatz,M4,tram,S Hackescher Markt,2026-08-10T08:39:00+02:00,2026-08-10T08:39:00+02:00,0.0
alexanderplatz,U8,subway,Hermannstraße,2026-08-10T08:39:00+02:00,2026-08-10T08:39:00+02:00,0.0
alexanderplatz,S3,suburban,S Friedrichshagen (Berlin),2026-08-10T08:40:00+02:00,2026-08-10T08:40:00+02:00,0.0
alexanderplatz,S7,suburban,S Potsdam Hauptbahnhof,2026-08-10T08:40:00+02:00,2026-08-10T08:40:00+02:00,0.0
alexanderplatz,200,bus,S+U Zoologischer Garten via Potsdamer Platz,2026-08-10T08:40:00+02:00,2026-08-10T08:40:00+02:00,0.0
alexanderplatz,U5,subway,Hauptbahnhof,2026-08-10T08:40:00+02:00,2026-08-10T08:40:00+02:00,0.0
alexanderplatz,S9,suburban,Flughafen BER,2026-08-10T08:42:00+02:00,2026-08-10T08:42:00+02:00,0.0
alexanderplatz,M4,tram,Falkenberg,2026-08-10T08:42:00+02:00,2026-08-10T08:42:00+02:00,0.0
alexanderplatz,U5,subway,Biesdorf-Süd,2026-08-10T08:42:00+02:00,2026-08-10T08:42:00+02:00,0.0
alexanderplatz,200,bus,"Prenzlauer Berg, Michelangelostr.",2026-08-10T08:42:00+02:00,2026-08-10T08:43:00+02:00,60.0
alexanderplatz,M2,tram,Am Steinberg,2026-08-10T08:43:00+02:00,2026-08-10T08:43:00+02:00,0.0
alexanderplatz,M4,tram,S Hackescher Markt,2026-08-10T08:43:00+02:00,2026-08-10T08:43:00+02:00,0.0
alexanderplatz,U2,subway,Ruhleben,2026-08-10T08:43:00+02:00,2026-08-10T08:43:00+02:00,0.0
alexanderplatz,U2,subway,Pankow,2026-08-10T08:43:00+02:00,2026-08-10T08:43:00+02:00,0.0
alexanderplatz,U8,subway,Wittenau,2026-08-10T08:43:00+02:00,2026-08-10T08:43:00+02:00,0.0
alexanderplatz,S9,suburban,S Spandau Bhf (Berlin),2026-08-10T08:43:00+02:00,2026-08-10T08:44:00+02:00,60.0
alexanderplatz,248,bus,U Breitenbachplatz via S Südkreuz,2026-08-10T08:44:00+02:00,2026-08-10T08:44:00+02:00,0.0
alexanderplatz,U8,subway,Hermannstraße,2026-08-10T08:44:00+02:00,2026-08-10T08:44:00+02:00,0.0
alexanderplatz,M6,tram,"Mitte, Am Kupfergraben",2026-08-10T08:45:00+02:00,2026-08-10T08:44:00+02:00,-60.0
alexanderplatz,S3,suburban,S Charlottenburg Bhf (Berlin),2026-08-10T08:45:00+02:00,2026-08-10T08:45:00+02:00,0.0
alexanderplatz,S7,suburban,S Ahrensfelde Bhf (Berlin),2026-08-10T08:45:00+02:00,2026-08-10T08:45:00+02:00,0.0
alexanderplatz,100,bus,"Mitte, Memhardstr.",2026-08-10T08:45:00+02:00,2026-08-10T08:45:00+02:00,0.0
alexanderplatz,U5,subway,Hauptbahnhof,2026-08-10T08:45:00+02:00,2026-08-10T08:45:00+02:00,0.0
alexanderplatz,300,bus,S+U Warschauer Str.,2026-08-10T08:46:00+02:00,2026-08-10T08:46:00+02:00,0.0
alexanderplatz,M4,tram,"Hohenschönhausen, Zingster Str.",2026-08-10T08:46:00+02:00,2026-08-10T08:46:00+02:00,0.0
alexanderplatz,S5,suburban,S Strausberg Nord,2026-08-10T08:47:00+02:00,2026-08-10T08:47:00+02:00,0.0
alexanderplatz,M4,tram,S Hackescher Markt,2026-08-10T08:47:00+02:00,2026-08-10T08:47:00+02:00,0.0
alexanderplatz,M6,tram,"Hellersdorf, Riesaer Str.",2026-08-10T08:47:00+02:00,2026-08-10T08:47:00+02:00,0.0
alexanderplatz,U2,subway,Theodor-Heuss-Platz,2026-08-10T08:47:00+02:00,2026-08-10T08:47:00+02:00,0.0
alexanderplatz,U2,subway,Pankow,2026-08-10T08:47:00+02:00,2026-08-10T08:47:00+02:00,0.0
alexanderplatz,U5,subway,Biesdorf-Süd,2026-08-10T08:47:00+02:00,2026-08-10T08:47:00+02:00,0.0
alexanderplatz,M2,tram,Am Steinberg,2026-08-10T08:48:00+02:00,2026-08-10T08:48:00+02:00,0.0
alexanderplatz,U8,subway,Wittenau,2026-08-10T08:48:00+02:00,2026-08-10T08:48:00+02:00,0.0
alexanderplatz,M5,tram,S+U Hauptbahnhof,2026-08-10T08:49:00+02:00,2026-08-10T08:49:00+02:00,0.0
alexanderplatz,U8,subway,Hermannstraße,2026-08-10T08:49:00+02:00,2026-08-10T08:49:00+02:00,0.0
alexanderplatz,S5,suburban,S Westkreuz (Berlin),2026-08-10T08:48:00+02:00,2026-08-10T08:51:00+02:00,180.0
alexanderplatz,S9,suburban,S Spandau Bhf (Berlin),2026-08-10T10:03:00+02:00,2026-08-10T10:09:00+02:00,360.0
alexanderplatz,U2,subway,Pankow,2026-08-10T10:08:00+02:00,2026-08-10T10:09:00+02:00,60.0
alexanderplatz,M5,tram,S+U Hauptbahnhof,2026-08-10T10:09:00+02:00,2026-08-10T10:10:00+02:00,60.0
alexanderplatz,U8,subway,Hermannstraße,2026-08-10T10:09:00+02:00,2026-08-10T10:10:00+02:00,60.0
alexanderplatz,U2,subway,Ruhleben,2026-08-10T10:10:00+02:00,2026-08-10T10:10:00+02:00,0.0
alexanderplatz,U5,subway,Hauptbahnhof,2026-08-10T10:10:00+02:00,2026-08-10T10:10:00+02:00,0.0
alexanderplatz,S3,suburban,S Charlottenburg Bhf (Berlin),2026-08-10T10:05:00+02:00,2026-08-10T10:11:00+02:00,360.0
alexanderplatz,100,bus,S+U Zoologischer Garten via Reichstag,2026-08-10T10:11:00+02:00,2026-08-10T10:11:00+02:00,0.0
alexanderplatz,300,bus,"Tiergarten, Philharmonie",2026-08-10T10:11:00+02:00,2026-08-10T10:11:00+02:00,0.0
alexanderplatz,M4,tram,S Hackescher Markt,2026-08-10T10:11:00+02:00,2026-08-10T10:11:00+02:00,0.0
alexanderplatz,M4,tram,"Hohenschönhausen, Zingster Str.",2026-08-10T10:11:00+02:00,2026-08-10T10:11:00+02:00,0.0
alexanderplatz,S5,suburban,S Westkreuz (Berlin),2026-08-10T10:08:00+02:00,2026-08-10T10:12:00+02:00,240.0
alexanderplatz,S3,suburban,S Erkner Bhf,2026-08-10T10:12:00+02:00,2026-08-10T10:12:00+02:00,0.0
alexanderplatz,U5,subway,Biesdorf-Süd,2026-08-10T10:12:00+02:00,2026-08-10T10:12:00+02:00,0.0
alexanderplatz,S7,suburban,S Potsdam Hauptbahnhof,2026-08-10T10:10:00+02:00,2026-08-10T10:13:00+02:00,180.0
alexanderplatz,S3,suburban,S Spandau Bhf (Berlin),2026-08-10T10:13:00+02:00,2026-08-10T10:13:00+02:00,0.0
alexanderplatz,M2,tram,Heinersdorf,2026-08-10T10:13:00+02:00,2026-08-10T10:13:00+02:00,0.0
alexanderplatz,U8,subway,Paracelsus-Bad,2026-08-10T10:13:00+02:00,2026-08-10T10:13:00+02:00,0.0
alexanderplatz,M6,tram,"Mitte, Am Kupfergraben",2026-08-10T10:15:00+02:00,2026-08-10T10:13:00+02:00,-120.0
alexanderplatz,M5,tram,"Hohenschönhausen, Zingster Str.",2026-08-10T10:13:00+02:00,2026-08-10T10:14:00+02:00,60.0
alexanderplatz,U2,subway,Pankow,2026-08-10T10:13:00+02:00,2026-08-10T10:14:00+02:00,60.0
alexanderplatz,248,bus,S Südkreuz,2026-08-10T10:14:00+02:00,2026-08-10T10:14:00+02:00,0.0
alexanderplatz,U8,subway,Hermannstraße,2026-08-10T10:14:00+02:00,2026-08-10T10:15:00+02:00,60.0
alexanderplatz,S7,suburban,S Ahrensfelde Bhf (Berlin),2026-08-10T10:15:00+02:00,2026-08-10T10:15:00+02:00,0.0
alexanderplatz,U2,subway,Theodor-Heuss-Platz,2026-08-10T10:15:00+02:00,2026-08-10T10:15:00+02:00,0.0
alexanderplatz,U5,subway,Hauptbahnhof,2026-08-10T10:15:00+02:00,2026-08-10T10:15:00+02:00,0.0
alexanderplatz,M4,tram,S Hackescher Markt,2026-08-10T10:16:00+02:00,2026-08-10T10:15:00+02:00,-60.0
alexanderplatz,200,bus,S+U Zoologischer Garten via Potsdamer Platz,2026-08-10T10:16:00+02:00,2026-08-10T10:16:00+02:00,0.0
alexanderplatz,M4,tram,Falkenberg,2026-08-10T10:16:00+02:00,2026-08-10T10:16:00+02:00,0.0
alexanderplatz,S5,suburban,S Mahlsdorf Bhf (Berlin),2026-08-10T10:17:00+02:00,2026-08-10T10:17:00+02:00,0.0
alexanderplatz,M6,tram,"Hellersdorf, Riesaer Str.",2026-08-10T10:17:00+02:00,2026-08-10T10:17:00+02:00,0.0
alexanderplatz,U5,subway,Biesdorf-Süd,2026-08-10T10:17:00+02:00,2026-08-10T10:17:00+02:00,0.0
alexanderplatz,200,bus,"Prenzlauer Berg, Michelangelostr.",2026-08-10T10:18:00+02:00,2026-08-10T10:17:00+02:00,-60.0
alexanderplatz,100,bus,"Mitte, Memhardstr.",2026-08-10T10:17:00+02:00,2026-08-10T10:18:00+02:00,60.0
alexanderplatz,S5,suburban,S Westkreuz (Berlin),2026-08-10T10:18:00+02:00,2026-08-10T10:18:00+02:00,0.0
alexanderplatz,M2,tram,Am Steinberg,2026-08-10T10:18:00+02:00,2026-08-10T10:18:00+02:00,0.0
alexanderplatz,U2,subway,Pankow,2026-08-10T10:18:00+02:00,2026-08-10T10:18:00+02:00,0.0
alexanderplatz,U8,subway,Wittenau,2026-08-10T10:18:00+02:00,2026-08-10T10:18:00+02:00,0.0
alexanderplatz,U8,subway,Hermannstraße,2026-08-10T10:19:00+02:00,2026-08-10T10:18:00+02:00,-60.0
alexanderplatz,M5,tram,S+U Hauptbahnhof,2026-08-10T10:19:00+02:00,2026-08-10T10:19:00+02:00,0.0
alexanderplatz,U2,subway,Ruhleben,2026-08-10T10:20:00+02:00,2026-08-10T10:20:00+02:00,0.0
alexanderplatz,U5,subway,Hauptbahnhof,2026-08-10T10:20:00+02:00,2026-08-10T10:20:00+02:00,0.0
alexanderplatz,S7,suburban,S Potsdam Hauptbahnhof,2026-08-10T10:20:00+02:00,2026-08-10T10:21:00+02:00,60.0
alexanderplatz,M4,tram,S Hackescher Markt,2026-08-10T10:21:00+02:00,2026-08-10T10:21:00+02:00,0.0
alexanderplatz,M4,tram,"Hohenschönhausen, Zingster Str.",2026-08-10T10:21:00+02:00,2026-08-10T10:21:00+02:00,0.0
alexanderplatz,U5,subway,Biesdorf-Süd,2026-08-10T10:22:00+02:00,2026-08-10T10:22:00+02:00,0.0
alexanderplatz,M2,tram,Am Steinberg,2026-08-10T10:23:00+02:00,2026-08-10T10:23:00+02:00,0.0
alexanderplatz,M5,tram,"Hohenschönhausen, Zingster Str.",2026-08-10T10:23:00+02:00,2026-08-10T10:23:00+02:00,0.0
alexanderplatz,U2,subway,Pankow,2026-08-10T10:23:00+02:00,2026-08-10T10:23:00+02:00,0.0
alexanderplatz,U8,subway,Paracelsus-Bad,2026-08-10T10:23:00+02:00,2026-08-10T10:23:00+02:00,0.0
alexanderplatz,S9,suburban,S Spandau Bhf (Berlin),2026-08-10T10:23:00+02:00,2026-08-10T10:24:00+02:00,60.0
alexanderplatz,248,bus,U Breitenbachplatz via S Südkreuz,2026-08-10T10:24:00+02:00,2026-08-10T10:24:00+02:00,0.0
alexanderplatz,U8,subway,Hermannstraße,2026-08-10T10:24:00+02:00,2026-08-10T10:24:00+02:00,0.0
alexanderplatz,S7,suburban,S Ahrensfelde Bhf (Berlin),2026-08-10T10:25:00+02:00,2026-08-10T10:25:00+02:00,0.0
alexanderplatz,U2,subway,Theodor-Heuss-Platz,2026-08-10T10:25:00+02:00,2026-08-10T10:25:00+02:00,0.0
alexanderplatz,U5,subway,Hauptbahnhof,2026-08-10T10:25:00+02:00,2026-08-10T10:26:00+02:00,60.0
alexanderplatz,100,bus,S+U Zoologischer Garten via Reichstag,2026-08-10T10:26:00+02:00,2026-08-10T10:26:00+02:00,0.0
alexanderplatz,M4,tram,S Hackescher Markt,2026-08-10T10:26:00+02:00,2026-08-10T10:26:00+02:00,0.0
